§	ID	Type	Rarity	Name	Description
	KillerAddon_K24TheNemesis_B_MikhailsEye	Killer Addon	Uncommon	Mikhail's Eye	
	KillerAddon_K24TheNemesis_B_ZombieHeart	Killer Addon	Uncommon	Zombie Heart	
	KillerAddon_K24TheNemesis_C_LickerTongue	Killer Addon	Rare	Licker Tongue	
	KillerAddon_K24TheNemesis_C_Plant43Vines	Killer Addon	Rare	Plant 43 Vines	
	KillerAddon_K24TheNemesis_C_SerotoninInjector	Killer Addon	Rare	Serotonin Injector	
	KillerAddon_K24TheNemesis_C_T-VirusSample	Killer Addon	Rare	T-Virus Sample	
	KillerAddon_K24TheNemesis_C_TyrantGore	Killer Addon	Rare	Tyrant Gore	
	KillerAddon_K24TheNemesis_D_BrokenRecoveryCoin	Killer Addon	Very Rare	Broken Recovery Coin	
	KillerAddon_K24TheNemesis_D_DepletedInkRibbon	Killer Addon	Very Rare	Depleted Ink Ribbon	
	KillerAddon_K24TheNemesis_D_JillsSandwich	Killer Addon	Very Rare	Jill's Sandwich	
	KillerAddon_K24TheNemesis_D_Ne-AParasite	Killer Addon	Very Rare	Ne-α Parasite	
	KillerAddon_K24TheNemesis_E_IridescentUmbrellaBadge	Killer Addon	Ultra Rare	Iridescent Umbrella Badge	
	KillerAddon_K24TheNemesis_E_ShatteredSTARSBadge	Killer Addon	Ultra Rare	Shattered S.T.A.R.S. Badge	
	# K25 The Cenobite				
	KillerAddon_K25TheCenobite_A_BentNail	Killer Addon	Common	Bent Nail	
	KillerAddon_K25TheCenobite_A_BurningCandle	Killer Addon	Common	Burning Candle	
	KillerAddon_K25TheCenobite_A_LeatherStrip	Killer Addon	Common	Leather Strip	
	KillerAddon_K25TheCenobite_A_LivelyCrickets	Killer Addon	Common	Lively Crickets	
	KillerAddon_K25TheCenobite_B_FlickeringTelevision	Killer Addon	Uncommon	Flickering Television	
	KillerAddon_K25TheCenobite_B_LiquifiedGore	Killer Addon	Uncommon	Liquified Gore	
	KillerAddon_K25TheCenobite_B_SkeweredRat	Killer Addon	Uncommon	Skewered Rat	
	KillerAddon_K25TheCenobite_B_SpoiledMeal	Killer Addon	Uncommon	Spoiled Meal	
	KillerAddon_K25TheCenobite_B_WrigglingMaggots	Killer Addon	Uncommon	Wriggling Maggots	
	KillerAddon_K25TheCenobite_C_FranksHeart	Killer Addon	Rare	Frank's Heart	
	KillerAddon_K25TheCenobite_C_LarrysBlood	Killer Addon	Rare	Larry's Blood	
	KillerAddon_K25TheCenobite_C_LarrysRemains	Killer Addon	Rare	Larry's Remains	
	KillerAddon_K25TheCenobite_C_SliceofFrank	Killer Addon	Rare	Slice of Frank	
	KillerAddon_K25TheCenobite_C_TorturePillar	Killer Addon	Rare	Torture Pillar	
	KillerAddon_K25TheCenobite_D_ChatterersTooth	Killer Addon	Very Rare	Chatterer's Tooth	
	KillerAddon_K25TheCenobite_D_GreasyBlackLens	Killer Addon	Very Rare	Greasy Black Lens	
	KillerAddon_K25TheCenobite_D_ImpalingWire	Killer Addon	Very Rare	Impaling Wire	
	KillerAddon_K25TheCenobite_D_OriginalPain	Killer Addon	Very Rare	Original Pain	
	KillerAddon_K25TheCenobite_E_EngineersFang	Killer Addon	Ultra Rare	Engineer's Fang	
	KillerAddon_K25TheCenobite_E_IridescentLamentConfiguration	Killer Addon	Ultra Rare	Iridescent Lament Configuration	
	# K26 The Artist				
	KillerAddon_K26TheArtist_A_ChocloCorn	Killer Addon	Common	Choclo Corn	
	KillerAddon_K26TheArtist_A_OilPaints	Killer Addon	Common	Oil Paints	
	KillerAddon_K26TheArtist_A_ThickTar	Killer Addon	Common	Thick Tar	
	KillerAddon_K26TheArtist_A_VibrantObituary	Killer Addon	Common	Vibrant Obituary	
	KillerAddon_K26TheArtist_B_AutomaticDrawing	Killer Addon	Uncommon	Automatic Drawing	
	KillerAddon_K26TheArtist_B_FesteringCarrion	Killer Addon	Uncommon	Festering Carrion	
	KillerAddon_K26TheArtist_B_StillLifeCrow	Killer Addon	Uncommon	Still Life Crow	
	KillerAddon_K26TheArtist_B_UntitledAgony	Killer Addon	Uncommon	Untitled Agony	
	KillerAddon_K26TheArtist_B_VelvetFabric	Killer Addon	Uncommon	Velvet Fabric	
	KillerAddon_K26TheArtist_C_CharcoalStick	Killer Addon	Rare	Charcoal Stick	
	KillerAddon_K26TheArtist_C_DarkestInk	Killer Addon	Rare	Darkest Ink	
	KillerAddon_K26TheArtist_C_OGriefOLover	Killer Addon	Rare	O Grief, O Lover	
	KillerAddon_K26TheArtist_C_SilverBell	Killer Addon	Rare	Silver Bell	
	KillerAddon_K26TheArtist_C_ThornyNest	Killer Addon	Rare	Thorny Nest	
	KillerAddon_K26TheArtist_D_InkEgg	Killer Addon	Very Rare	Ink Egg	
	KillerAddon_K26TheArtist_D_MatiasBabyShoes	Killer Addon	Very Rare	Matias' Baby Shoes	
	KillerAddon_K26TheArtist_D_SeveredHands	Killer Addon	Very Rare	Severed Hands	
	KillerAddon_K26TheArtist_D_SeveredTongue	Killer Addon	Very Rare	Severed Tongue	
	KillerAddon_K26TheArtist_E_GardenofRot	Killer Addon	Ultra Rare	Garden of Rot	
	KillerAddon_K26TheArtist_E_IridescentFeather	Killer Addon	Ultra Rare	Iridescent Feather	
	# K27 The Onryo				
	KillerAddon_K27TheOnryo_A_CabinSign	Killer Addon	Common	Cabin Sign	
	KillerAddon_K27TheOnryo_A_MothersMirror	Killer Addon	Common	Mother's Mirror	
	KillerAddon_K27TheOnryo_A_OldNewspaper	Killer Addon	Common	Old Newspaper	
	KillerAddon_K27TheOnryo_A_VideotapeCopy	Killer Addon	Common	Videotape Copy	
	KillerAddon_K27TheOnryo_B_ClumpofHair	Killer Addon	Uncommon	Clump of Hair	
	KillerAddon_K27TheOnryo_B_ReikosWatch	Killer Addon	Uncommon	Reiko's Watch	
	KillerAddon_K27TheOnryo_B_SeaSoakedCloth	Killer Addon	Uncommon	Sea-Soaked Cloth	
	KillerAddon_K27TheOnryo_B_WellStone	Killer Addon	Uncommon	Well Stone	
	KillerAddon_K27TheOnryo_B_YoichisFishingNet	Killer Addon	Uncommon	Yoichi's Fishing Net	
	KillerAddon_K27TheOnryo_C_BloodyFingernails	Killer Addon	Rare	Bloody Fingernails	
	KillerAddon_K27TheOnryo_C_MothersComb	Killer Addon	Rare	Mother's Comb	
	KillerAddon_K27TheOnryo_C_RicketyPinwheel	Killer Addon	Rare	Rickety Pinwheel	
	KillerAddon_K27TheOnryo_C_RingDrawing	Killer Addon	Rare	Ring Drawing	
	KillerAddon_K27TheOnryo_C_WellWater	Killer Addon	Rare	Well Water	
	KillerAddon_K27TheOnryo_D_DistortedPhoto	Killer Addon	Very Rare	Distorted Photo	
	KillerAddon_K27TheOnryo_D_TapeEditingDeck	Killer Addon	Very Rare	Tape Editing Deck	
	KillerAddon_K27TheOnryo_D_Telephone	Killer Addon	Very Rare	Telephone	
	KillerAddon_K27TheOnryo_D_VCR	Killer Addon	Very Rare	VCR	
	KillerAddon_K27TheOnryo_E_IridescentVideotape	Killer Addon	Ultra Rare	Iridescent Videotape	
	KillerAddon_K27TheOnryo_E_RemoteControl	Killer Addon	Ultra Rare	Remote Control	
	# K28 The Dredge				
	KillerAddon_K28TheDredge_A_CaffeineTablets	Killer Addon	Common	Caffeine Tablets	
	KillerAddon_K28TheDredge_A_FollowersCowl	Killer Addon	Common	Follower's Cowl	
	KillerAddon_K28TheDredge_A_MortarandPestle	Killer Addon	Common	Mortar and Pestle	
	KillerAddon_K28TheDredge_A_WoodenPlank	Killer Addon	Common	Wooden Plank	
	KillerAddon_K28TheDredge_B_AirFreshener	Killer Addon	Uncommon	Air Freshener	
	KillerAddon_K28TheDredge_B_BurntLetters	Killer Addon	Uncommon	Burnt Letters	
	KillerAddon_K28TheDredge_B_FallenShingle	Killer Addon	Uncommon	Fallen Shingle	
	KillerAddon_K28TheDredge_B_HaddiesCalendar	Killer Addon	Uncommon	Haddie's Calendar	
	KillerAddon_K28TheDredge_B_MalthinkersSkull	Killer Addon	Uncommon	Malthinker's Skull	
	KillerAddon_K28TheDredge_C_BrokenDoll	Killer Addon	Rare	Broken Doll	
	KillerAddon_K28TheDredge_C_DestroyedPillow	Killer Addon	Rare	Destroyed Pillow	
	KillerAddon_K28TheDredge_C_OttomarianWriting	Killer Addon	Rare	Ottomarian Writing	
	KillerAddon_K28TheDredge_C_WarHelmet	Killer Addon	Rare	War Helmet	
	KillerAddon_K28TheDredge_C_WorryStone	Killer Addon	Rare	Worry Stone	
	KillerAddon_K28TheDredge_D_BoatKey	Killer Addon	Very Rare	Boat Key	
	KillerAddon_K28TheDredge_D_FieldRecorder	Killer Addon	Very Rare	Field Recorder	
	KillerAddon_K28TheDredge_D_LavalierMicrophone	Killer Addon	Very Rare	Lavalier Microphone	
	KillerAddon_K28TheDredge_D_TillingBlade	Killer Addon	Very Rare	Tilling Blade	
	KillerAddon_K28TheDredge_E_IridescentWoodenPlank	Killer Addon	Ultra Rare	Iridescent Wooden Plank	
	KillerAddon_K28TheDredge_E_SacrificialKnife	Killer Addon	Ultra Rare	Sacrificial Knife	
	# K29 The Mastermind				
	KillerAddon_K29TheMastermind_A_JewelBeetle	Killer Addon	Common	Jewel Beetle	
	KillerAddon_K29TheMastermind_A_RPDShoulderWalkie	Killer Addon	Common	R.P.D. Shoulder Walkie	
	KillerAddon_K29TheMastermind_A_UnicornMedallion	Killer Addon	Common	Unicorn Medallion	
	KillerAddon_K29TheMastermind_A_UroborosTendril	Killer Addon	Common	Uroboros Tendril	
	KillerAddon_K29TheMastermind_B_Bullhorn	Killer Addon	Uncommon	Bullhorn	
	KillerAddon_K29TheMastermind_B_ChaliceGold	Killer Addon	Uncommon	Chalice (Gold)	
	KillerAddon_K29TheMastermind_B_LeatherGloves	Killer Addon	Uncommon	Leather Gloves	
	KillerAddon_K29TheMastermind_B_LionMedallion	Killer Addon	Uncommon	Lion Medallion	
	KillerAddon_K29TheMastermind_B_LooseCrank	Killer Addon	Uncommon	Loose Crank	
	KillerAddon_K29TheMastermind_C_EggGold	Killer Addon	Rare	Egg (Gold)	
	KillerAddon_K29TheMastermind_C_MaidenMedallion	Killer Addon	Rare	Maiden Medallion	
	KillerAddon_K29TheMastermind_C_PortableSafe	Killer Addon	Rare	Portable Safe	
	KillerAddon_K29TheMastermind_C_RedHerb	Killer Addon	Rare	Red Herb	
	KillerAddon_K29TheMastermind_C_VideoConferenceDevice	Killer Addon	Rare	Video Conference Device	
	KillerAddon_K29TheMastermind_D_DarkSunglasses	Killer Addon	Very Rare	Dark Sunglasses	
	KillerAddon_K29TheMastermind_D_GreenHerb	Killer Addon	Very Rare	Green Herb	
	KillerAddon_K29TheMastermind_D_HelicopterStick	Killer Addon	Very Rare	Helicopter Stick	
	KillerAddon_K29TheMastermind_D_UroborosVirus	Killer Addon	Very Rare	Uroboros Virus	
	KillerAddon_K29TheMastermind_E_IridescentUroborosVial	Killer Addon	Ultra Rare	Iridescent Uroboros Vial	
	KillerAddon_K29TheMastermind_E_LabPhoto	Killer Addon	Ultra Rare	Lab Photo	
	# K30 The Knight				
	KillerAddon_K30TheKnight_A_GrittyLump	Killer Addon	Common	Gritty Lump	
	KillerAddon_K30TheKnight_A_MapoftheRealm	Killer Addon	Common	Map of the Realm	
	KillerAddon_K30TheKnight_A_PillagedMead	Killer Addon	Common	Pillaged Mead	
	KillerAddon_K30TheKnight_A_TatteredTabard	Killer Addon	Common	Tattered Tabard	
	KillerAddon_K30TheKnight_B_BattleAxeHead	Killer Addon	Uncommon	Battle Axe Head	
	KillerAddon_K30TheKnight_B_CalltoArms	Killer Addon	Uncommon	Call to Arms	
	KillerAddon_K30TheKnight_B_ColdSteelManacles	Killer Addon	Uncommon	Cold Steel Manacles	
	KillerAddon_K30TheKnight_B_DriedHorsemeat	Killer Addon	Uncommon	Dried Horsemeat	
	KillerAddon_K30TheKnight_B_TreatedBlade	Killer Addon	Uncommon	Treated Blade	
	KillerAddon_K30TheKnight_C_BrokenHilt	Killer Addon	Rare	Broken Hilt	
	KillerAddon_K30TheKnight_C_GrimIronMask	Killer Addon	Rare	Grim Iron Mask	
	KillerAddon_K30TheKnight_C_IronworkersTongs	Killer Addon	Rare	Ironworker's Tongs	
	KillerAddon_K30TheKnight_C_SharpenedMount	Killer Addon	Rare	Sharpened Mount	
	KillerAddon_K30TheKnight_C_TownWatchsTorch	Killer Addon	Rare	Town Watch's Torch	
	KillerAddon_K30TheKnight_D_BlacksmithsHammer	Killer Addon	Very Rare	Blacksmith's Hammer	
	KillerAddon_K30TheKnight_D_FlintandSteel	Killer Addon	Very Rare	Flint and Steel	
	KillerAddon_K30TheKnight_D_HealingPoultice	Killer Addon	Very Rare	Healing Poultice	
	KillerAddon_K30TheKnight_D_JailersChimes	Killer Addon	Very Rare	Jailer's Chimes	
	KillerAddon_K30TheKnight_E_IridescentCompanyBanner	Killer Addon	Ultra Rare	Iridescent Company Banner	
	KillerAddon_K30TheKnight_E_KnightsContract	Killer Addon	Ultra Rare	Knight's Contract	
	# K31 The Skull Merchant				
	KillerAddon_K31TheSkullMerchant_A_AdiValenteIssue1	Killer Addon	Common	Adi Valente Issue 1	
	KillerAddon_K31TheSkullMerchant_A_High-CurrentUpgrade	Killer Addon	Common	High-Current Upgrade	
	KillerAddon_K31TheSkullMerchant_A_High-PowerFloodlight	Killer Addon	Common	High-Power Floodlight	
	KillerAddon_K31TheSkullMerchant_A_UltrasonicSpeaker	Killer Addon	Common	Ultrasonic Speaker	
	KillerAddon_K31TheSkullMerchant_B_AdaptiveLighting	Killer Addon	Uncommon	Adaptive Lighting	
	KillerAddon_K31TheSkullMerchant_B_Low-PowerMode	Killer Addon	Uncommon	Low-Power Mode	
	KillerAddon_K31TheSkullMerchant_B_ShotgunSpeakers	Killer Addon	Uncommon	Shotgun Speakers	
	KillerAddon_K31TheSkullMerchant_B_StereoRemoteMic	Killer Addon	Uncommon	Stereo Remote Mic	
	KillerAddon_K31TheSkullMerchant_B_Supercharge	Killer Addon	Uncommon	Supercharge	
	KillerAddon_K31TheSkullMerchant_C_BrownNoiseGenerator	Killer Addon	Rare	Brown Noise Generator	
	KillerAddon_K31TheSkullMerchant_C_InfraredUpgrade	Killer Addon	Rare	Infrared Upgrade	
	KillerAddon_K31TheSkullMerchant_C_LooseScrew	Killer Addon	Rare	Loose Screw	
	KillerAddon_K31TheSkullMerchant_C_PowderedGlass	Killer Addon	Rare	Powdered Glass	
	KillerAddon_K31TheSkullMerchant_C_VitalTargetingProcessor	Killer Addon	Rare	Vital Targeting Processor	
	KillerAddon_K31TheSkullMerchant_D_AdvancedMovementPrediction	Killer Addon	Very Rare	Advanced Movement Prediction	
	KillerAddon_K31TheSkullMerchant_D_GeographicalReadout	Killer Addon	Very Rare	Geographical Readout	
	KillerAddon_K31TheSkullMerchant_D_PrototypeRotor	Killer Addon	Very Rare	Prototype Rotor	
	KillerAddon_K31TheSkullMerchant_D_RandomisedStrobes	Killer Addon	Very Rare	Randomised Strobes	
	KillerAddon_K31TheSkullMerchant_E_ExpiredBatteries	Killer Addon	Ultra Rare	Expired Batteries	
	KillerAddon_K31TheSkullMerchant_E_IridescentUnpublishedManuscript	Killer Addon	Ultra Rare	Iridescent Unpublished Manuscript	
	# K32 The Singularity				
	KillerAddon_K32TheSingularity_A_BrokenSecurityKey	Killer Addon	Common	Broken Security Key	
	KillerAddon_K32TheSingularity_A_DiagnosticToolRepair	Killer Addon	Common	Diagnostic Tool (Repair)	
	KillerAddon_K32TheSingularity_A_HeavyWater	Killer Addon	Common	Heavy Water	
	KillerAddon_K32TheSingularity_A_NutritionalSlurry	Killer Addon	Common	Nutritional Slurry	
	KillerAddon_K32TheSingularity_B_AndroidArm	Killer Addon	Uncommon	Android Arm	
	KillerAddon_K32TheSingularity_B_CrematedRemains	Killer Addon	Uncommon	Cremated Remains	
	KillerAddon_K32TheSingularity_B_CryoGel	Killer Addon	Uncommon	Cryo Gel	
	KillerAddon_K32TheSingularity_B_KidsBallGlove	Killer Addon	Uncommon	Kid's Ball Glove	
	KillerAddon_K32TheSingularity_B_UltrasonicSensor	Killer Addon	Uncommon	Ultrasonic Sensor	
	KillerAddon_K32TheSingularity_C_HologramGenerator	Killer Addon	Rare	Hologram Generator	
	KillerAddon_K32TheSingularity_C_HyperawarenessSpray	Killer Addon	Rare	Hyperawareness Spray	
	KillerAddon_K32TheSingularity_C_LiveWires	Killer Addon	Rare	Live Wires	
	KillerAddon_K32TheSingularity_C_NanomachineGel	Killer Addon	Rare	Nanomachine Gel	
	KillerAddon_K32TheSingularity_C_SpentOxygenTank	Killer Addon	Rare	Spent Oxygen Tank	
	KillerAddon_K32TheSingularity_D_CrewManifest	Killer Addon	Very Rare	Crew Manifest	
	KillerAddon_K32TheSingularity_D_DiagnosticToolConstruction	Killer Addon	Very Rare	Diagnostic Tool (Construction)	
	KillerAddon_K32TheSingularity_D_ForeignPlantFibres	Killer Addon	Very Rare	Foreign Plant Fibres	
	KillerAddon_K32TheSingularity_D_SomaFamilyPhoto	Killer Addon	Very Rare	Soma Family Photo	
	KillerAddon_K32TheSingularity_E_DeniedRequisitionForm	Killer Addon	Ultra Rare	Denied Requisition Form	
	KillerAddon_K32TheSingularity_E_IridescentCrystalShard	Killer Addon	Ultra Rare	Iridescent Crystal Shard	
	# K33 The Xenomorph				
	KillerAddon_K33TheXenomorph_A_CerealRations	Killer Addon	Common	Cereal Rations	
	KillerAddon_K33TheXenomorph_A_DrinkingBird	Killer Addon	Common	Drinking Bird	
	KillerAddon_K33TheXenomorph_A_Ovomorph	Killer Addon	Common	Ovomorph	
	KillerAddon_K33TheXenomorph_A_RipleysWatch	Killer Addon	Common	Ripley's Watch	
	KillerAddon_K33TheXenomorph_B_AshsInnards	Killer Addon	Uncommon	Ash's Innards	
	KillerAddon_K33TheXenomorph_B_BrettsCap	Killer Addon	Uncommon	Brett's Cap	
	KillerAddon_K33TheXenomorph_B_CrewHeadset	Killer Addon	Uncommon	Crew Headset	
	KillerAddon_K33TheXenomorph_B_LambertsStarMap	Killer Addon	Uncommon	Lambert's Star Map	
	KillerAddon_K33TheXenomorph_B_LightWand	Killer Addon	Uncommon	Light Wand	
	KillerAddon_K33TheXenomorph_C_EmergencyHelmet	Killer Addon	Rare	Emergency Helmet	
	KillerAddon_K33TheXenomorph_C_KanesHelmet	Killer Addon	Rare	Kane's Helmet	
	KillerAddon_K33TheXenomorph_C_MoultedSkin	Killer Addon	Rare	Moulted Skin	
	KillerAddon_K33TheXenomorph_C_MultipurposeHatchet	Killer Addon	Rare	Multipurpose Hatchet	
	KillerAddon_K33TheXenomorph_C_ParkersHeadband	Killer Addon	Rare	Parker's Headband	
	KillerAddon_K33TheXenomorph_D_CatCarrier	Killer Addon	Very Rare	Cat Carrier	
	KillerAddon_K33TheXenomorph_D_HarpoonGun	Killer Addon	Very Rare	Harpoon Gun	
	KillerAddon_K33TheXenomorph_D_SelfDestructBolt	Killer Addon	Very Rare	Self-Destruct Bolt	
	KillerAddon_K33TheXenomorph_D_SemioticKeyboard	Killer Addon	Very Rare	Semiotic Keyboard	
	KillerAddon_K33TheXenomorph_E_AcidicBlood	Killer Addon	Ultra Rare	Acidic Blood	
	KillerAddon_K33TheXenomorph_E_ImprovisedCattleProd	Killer Addon	Ultra Rare	Improvised Cattle Prod	
	# K34 The Good Guy				
	KillerAddon_K34TheGoodGuy_A_DollEyes	Killer Addon	Common	Doll Eyes	
	KillerAddon_K34TheGoodGuy_A_GoodGuyBox	Killer Addon	Common	Good Guy Box	
	KillerAddon_K34TheGoodGuy_A_StrobingLight	Killer Addon	Common	Strobing Light	
	KillerAddon_K34TheGoodGuy_A_TinyScalpel	Killer Addon	Common	Tiny Scalpel	
	KillerAddon_K34TheGoodGuy_B_AutomaticScrewdriver	Killer Addon	Uncommon	Automatic Screwdriver	
	KillerAddon_K34TheGoodGuy_B_ElectricCarvingKnife	Killer Addon	Uncommon	Electric Carving Knife	
	KillerAddon_K34TheGoodGuy_B_HairSprayCandle	Killer Addon	Uncommon	Hair Spray & Candle	
	KillerAddon_K34TheGoodGuy_B_JumpRope	Killer Addon	Uncommon	Jump Rope	
	KillerAddon_K34TheGoodGuy_B_PowerDrill	Killer Addon	Uncommon	Power Drill	
	KillerAddon_K34TheGoodGuy_C_PortableTV	Killer Addon	Rare	Portable TV	
	KillerAddon_K34TheGoodGuy_C_RatPoison	Killer Addon	Rare	Rat Poison	
	KillerAddon_K34TheGoodGuy_C_RunningShoes	Killer Addon	Rare	Running Shoes	
	KillerAddon_K34TheGoodGuy_C_SilkPillow	Killer Addon	Rare	Silk Pillow	
	KillerAddon_K34TheGoodGuy_C_Yardstick	Killer Addon	Rare	Yardstick	
	KillerAddon_K34TheGoodGuy_D_MirrorShards	Killer Addon	Very Rare	Mirror Shards	
	KillerAddon_K34TheGoodGuy_D_PileofNails	Killer Addon	Very Rare	Pile of Nails	
	KillerAddon_K34TheGoodGuy_D_PlasticBag	Killer Addon	Very Rare	Plastic Bag	
	KillerAddon_K34TheGoodGuy_D_StraightRazor	Killer Addon	Very Rare	Straight Razor	
	KillerAddon_K34TheGoodGuy_E_HardHat	Killer Addon	Ultra Rare	Hard Hat	
	KillerAddon_K34TheGoodGuy_E_IridescentAmulet	Killer Addon	Ultra Rare	Iridescent Amulet	
	# K35 The Unknown				
	KillerAddon_K35TheUnknown_A_BlurryPhoto	Killer Addon	Common	Blurry Photo	
	KillerAddon_K35TheUnknown_A_PuncturedEyeball	Killer Addon	Common	Punctured Eyeball	
	KillerAddon_K35TheUnknown_A_RabbitsFoot	Killer Addon	Common	Rabbit's Foot	
	KillerAddon_K35TheUnknown_A_SketchAttempt	Killer Addon	Common	Sketch Attempt	
	KillerAddon_K35TheUnknown_B_DeviceofUndisclosedOrigin	Killer Addon	Uncommon	Device of Undisclosed Origin	
	KillerAddon_K35TheUnknown_B_LastKnownRecording	Killer Addon	Uncommon	Last Known Recording	
	KillerAddon_K35TheUnknown_B_NotebookofTheories	Killer Addon	Uncommon	Notebook of Theories	
	KillerAddon_K35TheUnknown_B_SlashedBackpack	Killer Addon	Uncommon	Slashed Backpack	
	KillerAddon_K35TheUnknown_B_VictimsMap	Killer Addon	Uncommon	Victim's Map	
	KillerAddon_K35TheUnknown_C_B-MoviePoster	Killer Addon	Rare	B-Movie Poster	
	KillerAddon_K35TheUnknown_C_FootprintCast	Killer Addon	Rare	Footprint Cast	
	KillerAddon_K35TheUnknown_C_FrontPageArticle	Killer Addon	Rare	Front-Page Article	
	KillerAddon_K35TheUnknown_C_HypnotistsWatch	Killer Addon	Rare	Hypnotist's Watch	
	KillerAddon_K35TheUnknown_C_VanishingBox	Killer Addon	Rare	Vanishing Box	
	KillerAddon_K35TheUnknown_D_DiscardedMilkCarton	Killer Addon	Very Rare	Discarded Milk Carton	
	KillerAddon_K35TheUnknown_D_HomemadeMask	Killer Addon	Very Rare	Homemade Mask	
	KillerAddon_K35TheUnknown_D_ObscureGameCartridge	Killer Addon	Very Rare	Obscure Game Cartridge	
	KillerAddon_K35TheUnknown_D_SerumVial	Killer Addon	Very Rare	Serum Vial	
	KillerAddon_K35TheUnknown_E_Capturedbythedark	Killer Addon	Ultra Rare	Captured by the dark	
	KillerAddon_K35TheUnknown_E_IridescentOSSReport	Killer Addon	Ultra Rare	Iridescent OSS Report	
	# K36 The Lich				
	KillerAddon_K36TheLich_A_CrystalBall	Killer Addon	Common	Crystal Ball	
	KillerAddon_K36TheLich_A_RavensFeather	Killer Addon	Common	Raven's Feather	
	KillerAddon_K36TheLich_A_TatteredHeadband	Killer Addon	Common	Tattered Headband	
	KillerAddon_K36TheLich_A_TrickstersGlove	Killer Addon	Common	Trickster's Glove	
	KillerAddon_K36TheLich_B_GlassEye	Killer Addon	Uncommon	Glass Eye	
	KillerAddon_K36TheLich_B_LanternofRevealing	Killer Addon	Uncommon	Lantern of Revealing	
	KillerAddon_K36TheLich_B_PotionofSpeed	Killer Addon	Uncommon	Potion of Speed	
	KillerAddon_K36TheLich_B_RingofSpellStoring	Killer Addon	Uncommon	Ring of Spell Storing	
	KillerAddon_K36TheLich_B_RingofTelekinesis	Killer Addon	Uncommon	Ring of Telekinesis	
	KillerAddon_K36TheLich_C_BootsofSpeed	Killer Addon	Rare	Boots of Speed	
	KillerAddon_K36TheLich_C_CloakofElvenkind	Killer Addon	Rare	Cloak of Elvenkind	
	KillerAddon_K36TheLich_C_OrnateHorn	Killer Addon	Rare	Ornate Horn	
	KillerAddon_K36TheLich_C_PearlofPower	Killer Addon	Rare	Pearl of Power	
	KillerAddon_K36TheLich_C_StaffofWithering	Killer Addon	Rare	Staff of Withering	
	KillerAddon_K36TheLich_D_BagofHolding	Killer Addon	Very Rare	Bag of Holding	
	KillerAddon_K36TheLich_D_CloakofInvisibility	Killer Addon	Very Rare	Cloak of Invisibility	
	KillerAddon_K36TheLich_D_DragontoothDagger	Killer Addon	Very Rare	Dragontooth Dagger	
	KillerAddon_K36TheLich_D_RobeofEyes	Killer Addon	Very Rare	Robe of Eyes	
	KillerAddon_K36TheLich_E_IridescentBookofVileDarkness	Killer Addon	Ultra Rare	Iridescent Book of Vile Darkness	
	KillerAddon_K36TheLich_E_VorpalSword	Killer Addon	Ultra Rare	Vorpal Sword	
	# K37 The Dark Lord				
	KillerAddon_K37TheDarkLord_A_CerberusTalon	Killer Addon	Common	Cerberus Talon	
	KillerAddon_K37TheDarkLord_A_ClockTowerGear	Killer Addon	Common	Clock Tower Gear	
	KillerAddon_K37TheDarkLord_A_RubyCirclet	Killer Addon	Common	Ruby Circlet	
	KillerAddon_K37TheDarkLord_A_TravelersHat	Killer Addon	Common	Traveler's Hat	
	KillerAddon_K37TheDarkLord_B_BloodFilledGoblet	Killer Addon	Uncommon	Blood-Filled Goblet	
	KillerAddon_K37TheDarkLord_B_MagicalTicket	Killer Addon	Uncommon	Magical Ticket	
	KillerAddon_K37TheDarkLord_B_MoonstoneNecklace	Killer Addon	Uncommon	Moonstone Necklace	
	KillerAddon_K37TheDarkLord_B_WhiteWolfMedallion	Killer Addon	Uncommon	White Wolf Medallion	
	KillerAddon_K37TheDarkLord_B_WingedBoots	Killer Addon	Uncommon	Winged Boots	
	KillerAddon_K37TheDarkLord_C_ForceofEcho	Killer Addon	Rare	Force of Echo	
	KillerAddon_K37TheDarkLord_C_KillerDoll	Killer Addon	Rare	Killer Doll	
	KillerAddon_K37TheDarkLord_C_PocketWatch	Killer Addon	Rare	Pocket Watch	
	KillerAddon_K37TheDarkLord_C_Sunglasses	Killer Addon	Rare	Sunglasses	
	KillerAddon_K37TheDarkLord_C_SylphFeather	Killer Addon	Rare	Sylph Feather	
	KillerAddon_K37TheDarkLord_D_CubeofZoe	Killer Addon	Very Rare	Cube of Zoe	
	KillerAddon_K37TheDarkLord_D_LapisLazuli	Killer Addon	Very Rare	Lapis Lazuli	
	KillerAddon_K37TheDarkLord_D_MedusasHair	Killer Addon	Very Rare	Medusa's Hair	
	KillerAddon_K37TheDarkLord_D_WargsFang	Killer Addon	Very Rare	Warg's Fang	
	KillerAddon_K37TheDarkLord_E_AlucardsShield	Killer Addon	Ultra Rare	Alucard's Shield	
	KillerAddon_K37TheDarkLord_E_IridescentRingofVlad	Killer Addon	Ultra Rare	Iridescent Ring of Vlad	
	# Items				
	# Flashlights				
	ItemAddon_Flashlights_A_Battery	Item Addon	Common	Battery	A standard battery of unknown brand.      - Increases the Battery life by +2 seconds.
	ItemAddon_Flashlights_A_LeatherGrip	Item Addon	Common	Leather Grip	A standard battery of unknown brand.      - Increases the Battery life by +2 seconds.
